Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,Label
buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,1,0
otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,0
babal.net,0,0,1,4,0,0,0,0,0,0,1,0
doodle.com,0,0,1,2,0,0,0,0,0,0,0,0
babal.net,0,0,1,3,0,0,0,0,0,0,1,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,0
olx.co.id,0,0,1,2,0,0,1,0,0,0,1,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0
udn.com,0,0,1,4,0,0,0,0,0,0,1,0
mylust.com,0,0,1,3,0,0,1,0,0,0,1,0
olx.ro,0,0,1,7,0,0,0,0,0,0,1,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,0
indianexpress.com,0,0,1,4,0,0,0,0,0,0,1,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,0
wikimapia.org,0,0,1,3,0,0,0,0,0,0,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,0,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,0
themeforest.net,0,0,1,3,0,0,0,0,0,0,1,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,1,0
nesn.com,0,0,1,3,0,0,0,0,0,0,1,0
pikabu.ru,0,0,1,2,0,0,0,0,1,1,1,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,1,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0
espn.go.com,0,0,1,8,0,0,0,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,0,1,0
deadspin.com,0,0,1,2,0,0,0,0,0,0,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,0
tune.pk,0,0,1,3,0,0,0,0,0,0,1,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,0
atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0
tune.pk,0,0,1,3,0,0,0,0,0,0,1,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0
jezebel.com,0,0,1,1,0,0,0,0,0,0,1,0
ap.org,0,0,1,4,0,0,0,0,0,0,1,0
cheezburger.com,0,0,1,2,0,0,0,0,0,0,1,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0
io9.com,0,0,1,2,0,0,0,0,0,0,1,0
gtbank.com,0,0,1,5,0,0,0,0,0,0,1,0
olx.co.id,0,0,1,2,0,0,1,0,0,0,1,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,1,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,1,0
rt.com,0,0,1,3,0,0,1,0,0,1,1,0
icicibank.com,0,0,1,3,0,0,0,0,0,0,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,0
atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,0,1,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,0,1,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0
iconosquare.com,0,0,1,3,0,0,0,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,0
indianexpress.com,0,0,1,3,0,0,0,0,0,0,1,0
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,0
dantri.com.vn,0,0,1,2,0,0,0,0,0,1,1,0
udn.com,0,0,1,4,0,0,0,0,0,0,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0
uproxx.com,0,0,1,4,0,0,1,0,0,0,1,0
elcomercio.pe,0,0,1,3,0,0,0,0,0,1,1,0
elitedaily.com,0,0,1,5,0,0,0,0,0,0,1,0
500px.com,0,0,1,3,0,0,1,0,0,0,1,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,1,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,1,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0
udn.com,0,0,1,4,0,0,0,0,0,0,1,0
ap.org,0,0,1,4,0,0,0,0,0,0,1,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,0,1,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0
mentalfloss.com,0,0,1,3,0,0,0,0,0,0,1,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,0,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,1,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,0,1,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0
diply.com,0,0,1,3,0,0,0,0,0,0,1,0
fazenda.gov.br,0,0,1,4,0,0,0,0,0,1,1,0
elcomercio.pe,0,0,1,3,0,0,0,0,0,1,1,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,0
telegraf.com.ua,0,0,1,2,0,0,0,0,0,1,1,0
digg.com,0,0,1,2,0,0,0,0,0,0,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0
mylust.com,0,0,1,3,0,0,1,0,0,0,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,0
udn.com,0,0,1,4,0,0,0,0,0,0,1,0
nesn.com,0,0,1,3,0,0,0,0,0,0,1,0
mylust.com,0,0,1,3,0,0,1,0,0,0,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0
zozo.jp,0,0,1,2,0,0,0,0,0,0,1,0
olx.ua,0,0,1,4,0,0,0,0,0,1,1,0
cheezburger.com,0,0,1,2,0,0,0,0,0,0,1,0
nhs.uk,0,0,1,5,0,0,0,0,0,1,1,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0
kakaku.com,0,0,1,6,0,0,0,0,0,0,1,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,1,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
hubpages.com,0,0,1,5,0,0,0,0,0,0,1,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,0
persianblog.ir,0,0,1,3,0,0,0,0,0,1,1,0
venturebeat.com,0,0,1,4,0,0,1,0,0,0,1,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,0
sapient-flare-279107.df.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
centromusicalpaternense.es:443,0,0,1,2,0,0,0,0,0,1,1,1
urbanmeisters.ovh,0,0,1,6,0,0,0,0,0,1,1,1
immobiliereroseland.fr,0,0,0,0,0,0,0,0,0,0,1,1
bellailusi.com.my,0,0,1,1,0,0,0,0,0,0,0,1
en.academic.ru,0,0,0,3,0,0,0,0,0,0,0,1
beedictionary.com,0,0,0,2,0,0,0,0,0,0,1,1
hartzine.com,0,0,0,0,0,0,0,0,0,0,0,1
pcgamer.com,0,0,0,1,0,0,0,0,0,0,1,1
16quotes.com,0,0,0,3,0,0,0,0,0,0,1,1
marketinghelper.com.au,0,0,1,5,0,0,0,0,0,1,1,1
smartinsights.com,0,0,1,3,0,0,0,0,0,0,0,1
storage.googleapis.com,0,0,0,2,0,0,0,0,1,1,1,1
qr.altosushuaia.com,0,0,0,1,0,0,0,0,0,0,1,1
bryanhansel.com,0,0,0,0,0,0,0,0,0,0,1,1
gradshower.com,0,0,1,6,0,0,0,0,0,0,0,1
lotstosave.com,0,0,0,0,0,0,0,0,0,0,1,1
streeflandhoa.com,0,0,0,0,0,0,0,0,0,0,1,1
bancolombia-webs.webcindario.com,0,0,1,1,0,0,0,1,0,0,1,1
pnta.com,0,0,0,0,0,0,0,0,0,0,0,1
connxupdate.be,0,0,1,2,0,0,0,0,0,1,1,1
evesyalari.tk,0,0,0,0,0,0,0,0,0,1,1,1
tutorialscollection.com,0,0,1,1,0,0,0,0,0,0,0,1
jazzin.london,0,0,0,0,0,0,0,0,0,0,0,1
absa.ent.box.com,0,0,0,0,0,0,1,0,0,1,1,1
allflagsauto.com,0,0,1,4,0,0,0,0,0,0,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1
shriramproperties.com,0,0,0,1,0,0,0,0,0,0,1,1
travel.bart.la,0,0,0,0,0,0,0,0,0,0,1,1
nicasiabank.com,0,0,0,0,0,0,0,0,0,0,1,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,0,0,1
night-kingdom.mysteria.cz,0,0,0,1,0,0,0,1,1,1,1,1
livesoccertv.com,0,0,1,2,0,0,0,0,0,0,1,1
gold-mail.ru:443,0,0,0,0,0,0,0,1,0,1,1,1
karate-haguenau.com,0,0,0,1,0,0,0,1,0,0,0,1
forestessentialsindia.com,0,0,0,0,0,0,0,0,0,0,1,1
brighthub.com,0,0,1,4,0,0,0,0,0,0,1,1
theswiftcodes.com,0,0,0,2,0,0,0,0,0,0,1,1
0s.n5vs44tv.verek.ru,0,0,0,0,0,0,0,0,1,1,1,1
gryffilm.wz.cz,0,0,1,1,0,0,0,0,1,1,1,1
185.136.204.3,0,0,1,6,0,0,0,0,0,1,1,1
wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,0,0,1,2,0,0,0,1,0,0,1,1
vg.hu,0,0,0,0,0,0,0,0,0,1,1,1
azlyrics.com,0,0,1,3,0,0,0,0,0,0,1,1
ww3.dbsmanga.com,0,0,0,0,0,0,0,0,0,0,0,1
express.co.uk,0,0,1,4,0,0,0,0,0,0,0,1
n9qyb.csb.app,0,0,0,0,0,0,0,0,0,0,1,1
dickssportinggoods.com,0,0,0,0,0,0,0,0,0,1,0,1
authorstream.com,0,0,1,2,0,0,0,0,0,0,1,1
pollsbee.com,0,0,0,2,0,0,0,0,1,1,1,1
disneyfairies2005-2007.tumblr.com,0,0,0,0,0,0,0,1,0,1,1,1
destructoid.com,0,0,1,1,0,0,0,0,0,1,1,1
in.iherb.com,0,0,0,0,0,0,0,0,0,0,1,1
hindihelpguru.com,0,0,0,0,0,0,0,0,0,0,0,1
alliedfcu.com,0,0,0,0,0,0,0,0,0,0,1,1
parliamoitaliano.altervista.org,0,0,0,0,0,0,0,0,0,1,1,1
wiki.debian.org,0,0,0,1,0,0,0,0,0,0,1,1
showplaceicon.com,0,0,1,2,0,0,0,0,0,0,1,1
iioa.org,0,0,1,4,0,0,0,0,0,0,1,1
betasuslink1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
paypal-verification.applmanager.com,0,0,1,2,0,0,0,1,1,1,1,1
collections.ushmm.org,0,0,0,3,0,0,0,0,0,0,1,1
webmail.sauthsec.com,0,0,0,2,0,0,0,0,1,1,1,1
interestingfurniture.com,0,0,0,2,0,0,0,0,0,0,0,1
math-salamanders.com,0,0,1,1,0,0,0,1,0,0,1,1
stat.berkeley.edu,0,0,1,3,0,0,0,0,0,0,1,1
techland.time.com,0,0,1,4,0,0,0,0,0,1,1,1
assurance-amlfrance.com,0,0,1,3,0,0,0,1,1,1,1,1
jesshanta.tumblr.com,0,0,0,0,0,0,0,0,0,0,1,1
yorkhighschool.co.uk,0,0,0,0,0,0,0,0,0,0,1,1
pistolclothing.com.au,0,1,1,5,0,0,0,0,0,1,1,1
consumersearch.com,0,0,0,1,0,0,0,0,0,1,1,1
en.wikipedia.org,0,0,1,2,0,0,0,0,0,0,0,1
chemsbury.net,0,0,1,5,0,0,0,0,1,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
en.wikipedia.org,0,0,1,2,0,0,0,0,0,0,0,1
jp519.com,0,0,0,0,0,0,0,0,0,0,1,1
anime-amnesia.com,0,0,0,0,0,0,0,1,0,0,1,1
vbulletin.com,0,0,0,0,0,0,0,0,0,0,1,1
teamwlg.com,0,0,1,4,0,0,0,0,0,0,1,1
centromusicalpaternense.es,0,0,0,2,0,0,0,0,0,1,1,1
staging.jayasaktigrup.com,0,0,1,5,0,0,0,0,1,1,1,1
afriquelemou.free.fr,0,0,1,3,0,0,0,0,0,0,1,1
media.io,0,0,0,0,0,0,0,0,0,0,1,1
rapidpaws.com,0,0,1,3,0,0,0,0,0,0,1,1
fantasycastlebooks.com,0,0,1,2,0,0,0,0,0,0,0,1
iptvurls.com,0,0,0,2,0,0,0,0,0,0,1,1
rishtapao.com,0,0,1,5,0,0,0,0,0,0,1,1
null-byte.wonderhowto.com,0,0,1,2,0,0,0,1,0,0,1,1
solar-center.stanford.edu,0,0,1,3,0,0,0,1,0,0,1,1
germaniainternational.com,0,0,0,1,0,0,0,0,0,0,0,1
proteinstructures.com,0,0,1,3,0,0,0,0,0,1,1,1
issa365-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1
practical-shockley-f451be.netlify.app,0,0,1,0,0,0,0,1,0,1,1,1
ceonc.com.br,0,0,0,0,0,0,0,0,0,1,1,1
wh494528.ispot.cc,0,1,1,1,0,0,0,0,0,0,0,1
bakerypublishing.com,0,0,0,0,0,0,0,0,0,0,0,1
boconceptla.com,0,0,1,6,0,0,0,0,0,0,1,1
happygoluckyhannah.com,0,0,1,2,0,0,0,0,1,1,1,1
businessmate.org,0,0,0,1,0,0,0,0,0,0,0,1
buduzdorov.narod.ru,0,0,0,0,0,0,0,0,1,1,1,1
lustige-galerie.de,0,0,0,0,0,0,0,1,0,1,1,1
stdcheck.com,0,0,1,2,0,0,0,0,0,0,1,1
makeuseof.com,0,0,1,2,0,0,0,0,0,0,1,1
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1
ucoz.ru,0,0,0,0,0,0,0,0,1,1,1,1
it-services.my-free.website,0,0,0,0,0,0,0,1,0,1,1,1
leaddogweb.com,0,0,0,2,0,0,0,0,0,0,0,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,0,0,1
gesticentre.fr,0,0,1,4,0,0,0,0,0,1,1,1
dvorak-keyboard.com,0,0,0,0,0,0,0,1,0,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
rua.pp.ua,0,0,0,0,0,0,0,0,0,1,1,1
swims.com,0,0,0,0,0,0,0,0,0,0,1,1
gulfeducationservices.com,0,0,1,4,0,0,0,0,1,1,1,1
fuhyo-bengoshicafe.com,0,0,0,0,0,0,0,1,0,0,0,1
ethpromo-giveaway.atspace.cc,0,0,0,0,0,0,0,1,0,1,1,1
magazines.com,0,0,0,1,0,0,0,0,0,1,1,1
banconesecurity.com,0,0,0,1,0,0,0,0,1,1,1,1
eng.tni.ac.th,0,0,0,2,0,0,0,0,0,1,1,1
plus.google.com,0,0,0,1,0,0,0,0,0,1,1,1
diffen.com,0,0,0,2,0,0,0,0,0,0,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
metal-supply.dk,0,0,0,0,0,0,0,1,0,0,0,1
lachambredezoe.fr,0,0,0,0,0,0,0,0,0,1,1,1
boiclub.com,0,0,1,7,0,0,0,0,0,0,0,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,0,0,1
d48dkduy4mnnxh.du.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1
us-passport-service-guide.com,0,0,0,0,0,0,0,1,0,0,0,1
vilanovacenter.com,0,0,1,3,0,0,0,0,0,0,1,1
dorkdiaries.co.uk,0,0,0,0,0,0,0,0,0,0,0,1
savethechildren.org,0,0,1,3,0,0,0,0,0,0,1,1
icebrrg.com,0,0,1,2,0,0,0,0,0,1,1,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,1,1
lovetheedit.com,0,0,1,4,0,0,1,0,0,0,1,1
teploseti.zp.ua,0,0,0,0,0,0,0,0,0,1,1,1
20200728140702.res4po1ns5ive.rj.r.appspot.com,0,0,1,2,0,0,1,0,1,1,1,1
znrdm73sh.fastestcdn.net,0,0,0,0,0,0,0,0,0,0,0,1
docsfile321937sec83875948yr20n.wm.r.appspot.com,0,0,1,0,0,0,1,0,1,1,1,1
entertainment.howstuffworks.com,0,0,1,1,0,0,0,0,0,0,1,1
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,1
dictionarist.com,0,0,0,2,0,0,1,0,0,0,1,1
hoosevents.com,0,0,1,4,0,0,0,0,1,1,1,1
project-seminars.com,0,0,1,2,0,0,0,1,0,0,0,1
https.www.paypal.com.ttlart2012ttcysu.aylandirow.tmf.org.ru,0,0,1,3,0,1,0,0,1,1,1,1
toxel.com,0,0,1,5,0,0,0,0,0,0,0,1
adplife.com,0,0,1,4,0,0,0,0,0,0,0,1
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,0,0,1
engelhorn.de,0,0,0,0,0,0,0,0,0,1,1,1
resbet.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
veltz3d.com,0,0,0,3,0,0,0,0,0,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
bankmaluku.co.id,0,0,0,3,0,0,0,0,0,0,0,1
redroosterharlem.com,0,0,0,0,0,0,0,0,0,0,0,1
rosettastone.eu,0,0,0,0,0,0,0,0,0,1,1,1
107.180.44.78,0,0,1,1,0,0,0,0,0,0,1,1
tastycocoabytes.com,0,0,0,1,0,0,0,0,0,0,0,1
veranda-spb.ru,0,0,1,4,0,0,0,1,1,1,1,1
barclaycard.co.uk,0,0,1,5,0,0,0,0,0,0,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
jjscdc.cn,0,0,0,2,0,0,0,0,0,0,1,1
todayshomeowner.com,0,0,1,1,0,0,0,0,0,0,1,1
brainsconsulting.ro,0,0,1,5,0,0,0,0,0,0,0,1
sure.eligulinsaat.com,0,1,1,1,0,0,1,0,1,1,1,1
pro645r.uk.r.appspot.com,0,1,1,1,0,0,1,0,1,1,1,1
support.apple.com,0,0,0,2,0,0,0,0,0,1,1,1
evidenceaudio.com,0,0,0,2,0,0,0,0,0,0,1,1
google.com,0,0,1,1,1,0,0,0,0,1,1,1
yvddgk.gq,0,1,0,2,0,0,0,0,0,1,1,1
ui.linksys.com,0,0,0,2,0,0,0,0,0,0,1,1
iqfilms.com,0,0,1,2,0,0,0,0,0,0,1,1
be-us-beautiful.ru,0,0,1,4,0,0,0,1,1,1,1,1
mnnxd.app.link,0,0,0,1,0,0,0,0,0,1,1,1
tmdl.pro,0,0,0,2,0,0,0,0,0,1,1,1
user57205.vs.speednames.com,0,0,0,1,0,0,0,0,0,1,1,1
9khnh.app.link,0,0,0,1,0,0,0,0,0,1,1,1
paypal-support-help-inc.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1
wolves.co.uk,0,0,0,0,0,0,0,0,0,0,1,1
mpequity.sharepoint.com,0,0,1,3,0,0,1,0,0,1,1,1
trovit.com,0,0,0,0,0,0,1,0,0,1,1,1
groove.pl,0,0,0,0,0,0,0,0,0,1,1,1
njkronstedt.typeform.com,0,0,0,2,0,0,0,0,0,0,1,1
geldrugzak.nl,0,0,0,0,0,0,0,0,0,1,1,1
albel.intnet.mu,0,0,0,2,0,0,0,0,0,0,1,1
fluidaccountants.co.uk,0,0,0,4,0,0,0,0,1,1,1,1
creative-biostructure.com,0,0,1,1,0,0,0,1,0,0,0,1
uniprot.org,0,0,0,2,0,0,0,0,0,0,1,1
deerberg.de,0,0,0,1,0,0,0,0,0,1,1,1
tools.ietf.org,0,0,0,2,0,0,0,0,0,0,1,1
authorcheck.com,0,0,1,3,0,0,0,0,0,0,1,1
repository.law.umich.edu,0,0,1,2,0,0,0,0,0,0,1,1
megachords.com,0,0,0,3,0,0,0,0,0,0,0,1
